"codigo_de_solicitante","grado_academico","especialidad","institucion_educativa","annio_de_graduacion","indice_titulo"
17113,Licenciatura,Letras,Universidad de El Salvador,"2012",2
12220,Licenciatura,Idioma Inglés,Universidad de El Salvador,"2021",2
6401,Licenciatura,Administración Escolar,Universidad de El Salvador - San Vicente,"2021",2
6345,Profesorado,Idioma Inglés,Universidad de El Salvador- Santa Ana,"2014",2
8242,Profesorado,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior El Espíritu Santo,"2018",2
16985,Profesorado,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior El Espíritu Santo,"2017",2
17184,Maestría,Formación Pedagógica,Universidad de El Salvador - San Miguel,"2009",2
14982,Profesorado,Informática,Instituto Especializado de Educación Superior El Espíritu Santo,"2013",2
2854,Profesorado,Computación,Universidad de El Salvador - San Miguel,"2015",2
17197,Técnico,Educación Media Técnica en la Especialidad de Mantenimiento de Computadoras,Escuela Especializada en Ingeniería ITCA-FEPADE - regional La Paz,"2009",2
15187,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2016",2
16399,Profesorado,Ciencias Comerciales,Universidad de El Salvador- Santa Ana,"2016",2
9492,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"2014",2
17236,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2021",2
17156,Profesorado,Matemática,Universidad Pedagógica de El Salvador,"2015",2
14654,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2012",2
15972,Profesorado,Física,Instituto Especializado de Educación Superior El Espíritu Santo,"2008",2
13866,Profesorado,Lenguaje y Literatura,Universidad de El Salvador,"2000",2
15767,Profesorado,Educación Parvularia,Instituto Especializado de Educación Superior El Espíritu Santo,"2012",2
17283,Profesorado,Matemática,Universidad de El Salvador,"2013",2
17295,Licenciatura,Contaduría Pública,Universidad Modular Abierta - regional Santa Ana,"2009",2
11247,Profesorado,Educación Parvularia,Universidad Modular Abierta,"2004",2
15321,Licenciatura,Administración de Empresas,Universidad Panamericana,"2011",2
17015,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"2019",2
17302,Profesorado,Ciencias Sociales,Universidad de El Salvador,"2001",2
16688,Profesorado,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2011",2
17381,Licenciatura,Administración Escolar,Universidad de El Salvador- Santa Ana,"2021",2
11573,Licenciatura,Administración de Empresas,Universidad Doctor Andrés Bello - regional Chalatenango,"2014",2
9620,Licenciatura,Psicología,Universidad de El Salvador - San Miguel,"2009",2
17394,Profesorado,Educación Especial,Instituto Especializado de Educación Superior El Espíritu Santo,"2013",2
17396,Profesorado,Hostelería y Turismo,Universidad Católica de El Salvador - Ilobasco,"2015",2
15137,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"21/11/2011",2
10756,Maestría,Ciencias de la Educación,Universidad de El Salvador- Santa Ana,"2019",2
17411,Profesorado,Educación Física,Universidad Pedagógica de El Salvador,"2012",2
11243,Profesorado,Educación Parvularia,Universidad Católica de Occidente,"2004",2
17449,Licenciatura,Contaduría Pública,Universidad de Oriente,"2013",2
9364,Profesorado,Idioma Inglés,Universidad de El Salvador- Santa Ana,"2010",2
13301,Licenciatura,Administración de Empresas,Universidad Capitán General Gerardo Barrios - regional Usulután,"2007",2
17482,Técnico,Ingeniería en Sistemas,Escuela Especializada en Ingeniería ITCA-FEPADE - regional San Miguel,"2009",2
17483,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2013",2
14396,Licenciatura,Ciencias Sociales,Universidad Panamericana - regional San Vicente,"",2
11012,Licenciatura,Informática,Universidad Doctor Andrés Bello - regional Chalatenango,"2011",2
15608,Profesorado,Matemática,Universidad de El Salvador - San Vicente,"2019",2
17502,Profesorado,Matemática,Universidad Capitán General Gerardo Barrios,"2017",2
9197,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2015",2
9438,Licenciatura,Humanidades,Universidad Tecnológica de El Salvador,"2005",2
17477,Maestría,Administración de la Educación,Universidad Pedagógica de El Salvador,"2021",2
13320,Licenciatura,Formación Pedagógica,Universidad de El Salvador- Santa Ana,"2015",2
15205,Profesorado,Informática,Universidad Pedagógica de El Salvador,"2016",2
17117,Profesorado,Educación Parvularia (LESSA),Universidad Pedagógica de El Salvador,"2008",2
14182,Profesorado,Formación Pedagógica,Universidad de El Salvador,"2016",2
10993,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2018",2
15927,Técnico,Computación,Universidad Capitán General Gerardo Barrios,"2005",2
11167,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2010",2
15676,Técnico,Ingeniería Industrial,Instituto Tecnológico Centroamericano,"2008",2
17198,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"2009",2
14145,Profesorado,Ciencias Sociales,Universidad de El Salvador- Santa Ana,"2005",2
1854,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Vicente,"2011",2
7231,Profesorado,Idioma Inglés,Universidad Centroamericana José Simeón Cañas,"2007",2
17684,Técnico,Informática,Instituto Tecnológico Centroamericano,"2007",2
17458,Profesorado,Ciencias Sociales,Universidad Pedagógica de El Salvador,"2010",2
10378,Licenciatura,Matemática,Universidad de El Salvador- Santa Ana,"2021",2
11540,Profesorado,Educación Parvularia,Universidad Francisco Gavidia,"2005",2
13422,Profesorado,Estudios Sociales,Universidad Francisco Gavidia,"2008",2
7736,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2005",2
17877,Profesorado,Matemática para III Ciclo de Educación Básica y Media,Universidad de El Salvador- Santa Ana,"2014",2
4996,Licenciatura,Humanidades,Universidad Cristiana de las Asambleas de Dios,"2006",2
17872,Profesorado,Formación Pedagógica,Universidad de Oriente,"2015",2
15840,Profesorado,Educación Parvularia,Universidad Don Bosco,"2008",2
16832,Licenciatura,Lenguaje y Literatura,Universidad de El Salvador- Santa Ana,"2019",2
15534,Licenciatura,Administración Escolar,Universidad de El Salvador- Santa Ana,"2020",2
17133,Licenciatura,Enfermería,Universidad Doctor Andrés Bello - regional Chalatenango,"2004",2
1959,Tecnólogo,Computación,Universidad Doctor Andrés Bello - regional San Miguel,"2008",2
15574,Profesorado,Educación Especial,Instituto Especializado de Educación Superior El Espíritu Santo,"2016",2
7352,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2016",2
17760,Licenciatura,Administración de Empresas,Universidad Doctor Andrés Bello - regional Chalatenango,"2010",2
17620,Profesorado,Formación Pedagógica,Universidad Católica de El Salvador,"2015",2
10065,Licenciatura,Contaduría Pública,Universidad Modular Abierta - regional San Miguel,"2011",2
2148,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2013",2
14441,Profesorado,Lenguaje y Literatura,Universidad de El Salvador- Santa Ana,"2001",2
7248,Profesorado,Lenguaje y Literatura,Universidad de El Salvador,"2006",2
12532,Profesorado,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2012",2
8991,Profesorado,Educación Básica para I y II Ciclos,Universidad Católica de Occidente,"2002",2
13712,Profesorado,Ciencias Naturales,Universidad de El Salvador - San Vicente,"2015",2
17977,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2008",2
1143,Profesorado,Idioma Inglés,Instituto Especializado de Educación Superior El Espíritu Santo,"2009",2
17631,Profesorado,Educación Básica para I y II Ciclos,Universidad Don Bosco,"2016",2
640,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2014",2
2782,Profesorado,Formación Pedagógica,Universidad Católica de El Salvador - Ilobasco,"31/10/2014",2
17732,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2009",2
16749,Profesorado,Formación Pedagógica,Universidad de Oriente,"2015",2
16893,Profesorado,Educación Parvularia,Universidad Don Bosco,"2011",2
12207,Profesorado,Idioma Inglés,Universidad Don Bosco,"2009",2
17543,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2017",2
14058,Ingeniería,Ingeniería en Sistemas,Universidad Capitán General Gerardo Barrios,"2015",2
10433,Licenciatura,Educación Básica para I y II Ciclos,"Ministerio de Educación, Ciencia y Tecnología","2013",2
18109,Licenciatura,Ciencias de la Educación,Universidad de El Salvador- Santa Ana,"2019",2
15598,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2012",2
15254,Profesorado,Ciencias Sociales,Universidad Pedagógica de El Salvador,"2017",2
1066,Profesorado,Matemática,Universidad de El Salvador,"2016",2
16300,Licenciatura,Administración Escolar,Universidad de El Salvador- Santa Ana,"2021 En proceso",2
2929,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"2008",2
12574,Licenciatura,Matemática,Universidad de El Salvador- Santa Ana,"31/07/2015",2
15547,Técnico,Ingeniería en Sistemas,Escuela Especializada en Ingeniería ITCA-FEPADE - regional La Paz,"2009",2
17882,Profesorado,Ciencias Naturales,Universidad Pedagógica de El Salvador,"2012",2
7861,Maestría,Formación Pedagógica,Universidad Católica de El Salvador,"2020",2
11081,Técnico,Ingeniería en Sistemas,Escuela Especializada en Ingeniería ITCA-FEPADE - regional San Miguel,"2015",2
16984,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2019",2
14065,Licenciatura,Ciencias Sociales,Universidad de El Salvador - San Miguel,"2007",2
17275,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2011",2
14981,Licenciatura,Idioma Inglés,Universidad Tecnológica de El Salvador,"2017",2
14866,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2011",2
15668,Profesorado,Ciencias Sociales,Universidad de El Salvador - San Miguel,"2012",2
17525,Licenciatura,Psicología,Universidad de El Salvador - San Miguel,"2008",2
12688,Licenciatura,Campo de la Salud,Instituto Técnico Especializado de Educación Superior de Profesorado de la Salud de El Salvador - San Miguel,"2018",2
5344,Profesorado,Matemática para III Ciclo de Educación Básica y Media,Universidad de El Salvador- Santa Ana,"2015",2
8463,Licenciatura,Matemática,Universidad de Sonsonate,"2016",2
7784,Profesorado,Ciencias Sociales,Universidad Francisco Gavidia,"2003",2
744,Licenciatura,Informática,Universidad Tecnológica de El Salvador,"2019",2
16613,Profesorado,Matemática,Universidad de El Salvador,"2013",2
9013,Técnico,Informática,Escuela Especializada en Ingeniería ITCA-FEPADE,"2011",2
8418,Licenciatura,Ciencias y Humanidades,Universidad Doctor Andrés Bello - regional San Miguel,"2011",2
13815,Licenciatura,Ciencias Naturales,Universidad Pedagógica de El Salvador,"2021",2
12731,Profesorado,Ciencias Sociales,Universidad de El Salvador,"2000",2
18192,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2006",2
18753,Profesorado,Educación Especial,Instituto Especializado de Educación Superior El Espíritu Santo,"2013",2
16071,Licenciatura,Administración Escolar,Universidad de El Salvador - San Vicente,"2021",2
17591,Maestría,Lenguaje y Literatura,Escuela Normal Superior de El Salvador,"2,012",2
18794,Profesorado,Ciencias Sociales,Universidad de El Salvador - San Miguel,"2004",2
3161,Profesorado,Formación Pedagógica,Universidad Doctor Andrés Bello - regional Chalatenango,"2015",2
17995,Profesorado,Educación Básica para I y II Ciclos,Universidad Católica de El Salvador,"2013",2
3419,Profesorado,Educación Física,Instituto Especializado de Educación Superior El Espíritu Santo,"2009",2
3793,Profesorado,Matemática,Universidad de El Salvador - San Vicente,"2019",2
15317,Profesorado,Educación Básica,Universidad Pedagógica de El Salvador,"2007",2
13489,Licenciatura,Psicología,Universidad Modular Abierta - regional Sonsonate,"2019",2
16800,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2015",2
18949,Ingeniería,Sistemas Informáticos,Universidad Francisco Gavidia,"2005",2
13044,Profesorado,Ciencias Sociales,Universidad Pedagógica de El Salvador,"2005",2
18957,Maestría,Lenguaje y Literatura,Universidad de El Salvador- Santa Ana,Egresada,2
18668,Técnico,Computación,Instituto Tecnológico de Sonsonate,"2008",2
18950,Técnico,Computación,Universidad Don Bosco,"2013",2
12145,Maestría,Ciencias Comerciales,Universidad Capitán General Gerardo Barrios,"2021",2
6103,Profesorado,Computación,Universidad Capitán General Gerardo Barrios,"2012",2
19021,Profesorado,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior El Espíritu Santo,"2014",2
18226,Licenciatura,Psicología,Universidad de El Salvador - San Miguel,"2012",2
4374,Técnico,Formación Pedagógica,Universidad de El Salvador - San Miguel,"2017",2
17693,Licenciatura,Lenguaje y Matemática,Universidad Pedagógica de El Salvador,"25_3_2011",2
5577,Licenciatura,Administración Escolar,Universidad de El Salvador- Santa Ana,"2020",2
3504,Profesorado,Ciencias Comerciales,Universidad Pedagógica de El Salvador,"2012",2
11382,Técnico,Computación,Instituto Tecnológico de Sonsonate,"2004",2
17885,Licenciatura,Informática,Universidad Capitán General Gerardo Barrios - regional Usulután,"2007",2
13072,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2004",2
19115,Profesorado,Ciencias de la Educación,Universidad Pedagógica de El Salvador,"2010",2
7039,Profesorado,Computación,Universidad Pedagógica de El Salvador,"2012",2
5153,Maestría,Ciencias de la Educación,Universidad de El Salvador - San Miguel,Egresada,2
19143,Profesorado,Computación,Universidad Pedagógica de El Salvador,"2011",2
3203,Licenciatura,Educación Física y Deportes,Universidad Pedagógica de El Salvador,"2018",2
15617,Licenciatura,Computación,Universidad Capitán General Gerardo Barrios,"2012",2
16829,Profesorado,Educación Parvularia,Instituto Especializado de Educación Superior El Espíritu Santo,"",2
17506,Técnico,Sistemas Informáticos,Instituto Tecnológico ITCA Santa Ana,"2008",2
16501,Licenciatura,Campo de la Salud,Universidad Doctor Andrés Bello - regional San Miguel,"2013",2
11253,Licenciatura,Ciencias Sociales,Universidad de El Salvador - San Miguel,"2005",2
2130,Licenciatura,Enfermería,Universidad Doctor Andrés Bello - regional Sonsonate,"2016",2
14319,Licenciatura,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2015",2
14486,Técnico,Gastronomía,Escuela Especializada en Ingeniería ITCA-FEPADE,"2007",2
15443,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2010",2
16025,Profesorado,Matemática,Universidad de Oriente,"2015",2
7399,Profesorado,Computación,Universidad Capitán General Gerardo Barrios,"2013",2
17106,Técnico,Educación Media Técnica en la Especialidad de Mantenimiento de Computadoras,Instituto Tecnológico de Chalatenango,"2007",2
18925,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2007",2
14117,Ingeniería,Sistemas Computacionales,Universidad Tecnológica de El Salvador,"2012",2
14073,Maestría,Matemática,Universidad Católica de El Salvador - Ilobasco,"2020",2
14762,Ingeniería,Ingeniería Civil,Universidad de El Salvador - San Miguel,"2004",2
14742,Licenciatura,Ciencias Económicas,Universidad Capitán General Gerardo Barrios,"2007",2
12865,Profesorado,Formación Pedagógica,Universidad de El Salvador - San Miguel,"2014",2
1272,Profesorado,Educación Parvularia,Universidad de El Salvador,"2011",2
7258,Profesorado,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2011",2
9327,Ingeniería,Ingeniería en Sistemas,Universidad Capitán General Gerardo Barrios,"2014",2
18027,Profesorado,Electrotecnia,Universidad Don Bosco,"2004",2
5950,Técnico,Electrónica,Instituto Tecnológico Centroamericano,"2003",2
10941,Técnico,Humanidades,Instituto Especializado de Educación Superior Academia Nacional de Seguridad Pública,"2017",2
19161,Técnico,Informática,Escuela Especializada en Ingeniería ITCA-FEPADE - regional San Miguel,"2012",2
18355,Licenciatura,Matemática,Universidad de El Salvador- Santa Ana,"2021",2
16569,Licenciatura,Educación Parvularia,Instituto Especializado de Educación Superior El Espíritu Santo,"2017",2
14307,Licenciatura,Administración Escolar,Universidad de El Salvador - San Vicente,"2021",2
4691,Ingeniería,Ingeniería en Sistemas y Computación,Universidad Tecnológica de El Salvador,"2017",2
8042,Técnico,Mecánica Automotriz,Instituto Tecnológico Centroamericano,"2008",2
1471,Maestría,Ciencias Sociales,Universidad de El Salvador- Santa Ana,"2022",2
16848,Tecnólogo,Gestión de Turismo Alternativo,Instituto Tecnológico de Chalatenango,"2014",2
17959,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2009",2
7251,Maestría,Ciencias de la Educación,Universidad Francisco Gavidia,"2020",2
12065,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2012",2
13112,Maestría,Formación Pedagógica,Universidad de El Salvador,"2010",2
19995,Licenciatura,Ciencias Comerciales,Universidad Modular Abierta - regional Sonsonate,"2010",2
19449,Licenciatura,Administración Escolar,Universidad de El Salvador- Santa Ana,EGRESADO,2
13508,Licenciatura,Administración Escolar,Universidad de El Salvador- Santa Ana,"2021",2
17652,Maestría,Ciencias Comerciales,Universidad Capitán General Gerardo Barrios,"2017",2
17421,Maestría,Hostelería y Turismo,Universidad Tecnológica de El Salvador,"2008",2
10576,Licenciatura,Administración Escolar,Universidad Católica de El Salvador,"2014",2
18882,Profesorado,Matemática,Universidad Capitán General Gerardo Barrios,"2017",2
19271,Profesorado,"Educación Básica para I, II y III Ciclos",Universidad de El Salvador - San Vicente,"2011",2
15391,Profesorado,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2012",2
11855,Profesorado,Matemática,Universidad Francisco Gavidia,"07-062008",2
20109,Técnico,Idioma Inglés,Universidad de Oriente,"2005",2
12214,Profesorado,Lenguaje y Literatura,Universidad Católica de El Salvador - Ilobasco,"2011",2
20125,Profesorado,Educación Parvularia,Universidad de El Salvador,"2010",2
20162,Licenciatura,Psicología,Universidad de Oriente,"2016",2
13140,Licenciatura,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2007",2
18987,Profesorado,Ciencias Sociales,Universidad de El Salvador - San Miguel,"2012",2
17393,Técnico,Computación,Universidad Doctor Andrés Bello - regional San Miguel,"2013",2
13225,Maestría,Administración de la Educación,Universidad Pedagógica de El Salvador,"2017",2
20221,Licenciatura,Administración Escolar,Universidad de El Salvador- Santa Ana,"2021",2
20243,Maestría,Formación Pedagógica,Universidad Católica de El Salvador,"2016",2
1126,Maestría,Pedagogía y Psicología,Universidad de El Salvador- Santa Ana,"2018",2
12550,Licenciatura,Matemática,Universidad Pedagógica de El Salvador,"2018",2
20260,Profesorado,Idioma Inglés,Universidad de El Salvador- Santa Ana,"2016",2
15099,Licenciatura,Asistencia Administrativa y Contable,Universidad de Oriente,"2017",2
20321,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2013",2
14512,Licenciatura,Educación Parvularia,Universidad Cristiana de las Asambleas de Dios,"2010",2
4726,Profesorado,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2009",2
13295,Licenciatura,Administración Escolar,Universidad de El Salvador - San Miguel,Cursando,2
10099,Licenciatura,Matemática,Universidad de El Salvador,"2021",2
3884,Licenciatura,Educación Inicial,Universidad Modular Abierta,"2014",2
20412,Profesorado,Ciencias Sociales,Universidad Capitán General Gerardo Barrios - regional Usulután,"2010",2
14948,Profesorado,"Educación Física, Deporte y Recreación",Universidad Pedagógica de El Salvador,"2015",2
6525,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2014",2
13902,Técnico,Computación,Universidad Don Bosco,"2008",2
15946,Licenciatura,Ciencias y Humanidades,Universidad Francisco Gavidia,"2007",2
20477,Licenciatura,Ciencias Sociales,Universidad Pedagógica de El Salvador,"2002",2
16318,Técnico,Enfermería,Universidad Evangélica de El Salvador,"2009",2
18880,Licenciatura,Educación Parvularia,Universidad Francisco Gavidia,"2015",2
17300,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"",2
10526,Licenciatura,Administración Escolar,Universidad de El Salvador - San Vicente,"2021",2
20574,Técnico,Contaduría Pública,Universidad Capitán General Gerardo Barrios,"2011",2
20512,Licenciatura,Administración de Empresas,Universidad Capitán General Gerardo Barrios - regional Usulután,"2007",2
20264,Técnico,Sistemas Computacionales,Escuela Especializada en Ingeniería ITCA-FEPADE - regional La Paz,"2004",2
8925,Profesorado,Computación,Universidad Capitán General Gerardo Barrios - regional Usulután,"2016",2
18613,Licenciatura,Computación,Universidad Capitán General Gerardo Barrios,"2008",2
20663,Licenciatura,Educación Física,Universidad de Oriente,Egresado,2
18742,Licenciatura,Administración Escolar,Universidad de El Salvador- Santa Ana,"2020",2
19936,Profesorado,Matemática,Universidad de El Salvador,"2018",2
20623,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2012",2
20687,Profesorado,Ciencias Sociales,Universidad Capitán General Gerardo Barrios,"2016",2
20683,Licenciatura,Educación Inicial y Parvularia,Universidad de Oriente,Egresada,2
20528,Técnico,Computación,Universidad Doctor Andrés Bello - regional San Miguel,"2011",2
1117,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Vicente,Egresada,2
20722,Licenciatura,Ciencias Sociales,Universidad de El Salvador- Santa Ana,"2006",2
9264,Profesorado,Educación Básica para I y II Ciclos,Universidad Centroamericana José Simeón Cañas,"2017",2
14918,Licenciatura,Psicología,Universidad Tecnológica de El Salvador,ESTUDIANDO ACTUALMENTE,2
20772,Profesorado,Computación,Universidad Pedagógica de El Salvador,"2013",2
18186,Profesorado,Educación Parvularia,Universidad Francisco Gavidia,"2001",2
20784,Licenciatura,Psicología,Universidad de Oriente,"2013",2
6914,Profesorado,Informática,Universidad de Oriente,"2013",2
20837,Licenciatura,Administración Escolar,Universidad Autónoma de Santa Ana,"28/04/2021",2
20019,Ingeniería,Formación Pedagógica,Universidad de El Salvador- Santa Ana,"2010",2
11613,Técnico,Computación,Instituto Tecnológico de Sonsonate,"2009",2
18312,Profesorado,Teología,Universidad Centroamericana José Simeón Cañas,"2010",2
4559,Licenciatura,Computación,Universidad Capitán General Gerardo Barrios - regional Usulután,"2010",2
12787,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2015",2
20881,Profesorado,Pedagogía y Psicología,Universidad Capitán General Gerardo Barrios - regional Usulután,"2015",2
19919,Licenciatura,Ciencias Sociales,Universidad Pedagógica de El Salvador,"2018",2
20924,Maestría,Administración de la Educación,Universidad Pedagógica de El Salvador,"2021",2
20953,Profesorado,Computación,Universidad Doctor Andrés Bello - regional San Miguel,"2015",2
4506,Licenciatura,Administración Escolar,Universidad de El Salvador- Santa Ana,"2021",2
20974,Profesorado,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior El Espíritu Santo,"2012",2
14046,Técnico,Computación,Escuela Especializada en Ingeniería ITCA-FEPADE,"2011",2
18567,Licenciatura,Administración Escolar,Universidad de El Salvador - San Vicente,"2021",2
21084,Profesorado,Educación Física,Universidad Pedagógica de El Salvador,"2005",2
21111,Licenciatura,Contaduría Pública,Universidad de Oriente,"2014",2
21114,Profesorado,Educación Parvularia,Universidad de El Salvador,"2007",2
469,Profesorado,Computación,Universidad Pedagógica de El Salvador,"2012",2
21126,Profesorado,Electrotecnia,Universidad de El Salvador,"2015",2
13341,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2018",2
1017,Licenciatura,Ciencias de la Educación,Universidad Pedagógica de El Salvador,"2011",2
20092,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2012",2
18459,Técnico,Educación Media Técnica en Sistemas y Redes Informáticas,Instituto Tecnológico Centroamericano,"2007",2
21192,Licenciatura,Educación Parvularia,Universidad Modular Abierta,"2019",2
1030,Ingeniería,Ingeniería Industrial,Universidad Francisco Gavidia,"2014",2
8099,Profesorado,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2013",2
14662,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2013",2
21216,Profesorado,Ciencias Sociales,Universidad Pedagógica de El Salvador,"2007",2
20982,Profesorado,Matemática,Universidad de El Salvador - San Vicente,"2016",2
9140,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"",2
19331,Licenciatura,Idioma Inglés,Universidad Modular Abierta,"2019",2
13083,Profesorado,Filosofía y Letras,Universidad Pedagógica de El Salvador,"2002",2
15742,Profesorado,Matemática,Universidad de El Salvador - San Vicente,"2016",2
18591,Maestría,Ciencias y Humanidades,Universidad Católica de El Salvador,"2021",2
3924,Profesorado,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2014",2
17047,Ingeniería,Matemática,Universidad Católica de El Salvador,"2003",2
2855,Técnico,Computación,Escuela Superior Franciscana Especializada/AGAPE,"2011",2
15789,Profesorado,Educación Inicial y Parvularia,Universidad Católica de El Salvador,"2016",2
19712,Licenciatura,Administración de Empresas,Universidad Modular Abierta - regional Sonsonate,"2009",2
20367,Profesorado,Computación,Instituto Especializado de Educación Superior El Espíritu Santo,"2013",2
8594,Licenciatura,Matemática,Universidad de El Salvador- Santa Ana,"11/2019",2
752,Técnico,Ingeniería Civil,Escuela Especializada en Ingeniería ITCA-FEPADE,"2010",2
13143,Licenciatura,Administración Escolar,Universidad de El Salvador- Santa Ana,"2021",2
20644,Profesorado,Matemática,Universidad Capitán General Gerardo Barrios - regional Usulután,"2015",2
21475,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"",2
2446,Licenciatura,Lenguaje y Literatura,Universidad de Sonsonate,"",2
21538,Técnico,Ingeniería Industrial,Instituto Tecnológico Centroamericano,"2005",2
21543,Licenciatura,Administración Escolar,Universidad de El Salvador - San Vicente,"2021",2
15705,Licenciatura,Matemática,Universidad de El Salvador - San Vicente,"2021",2
16044,Técnico,Computación,Instituto Tecnológico de Sonsonate,"2008",2
11125,Licenciatura,Ciencias Sociales,Universidad de El Salvador - San Vicente,"2012",2
19872,Profesorado,Matemática,Universidad de El Salvador- Santa Ana,"2014",2
6253,Técnico,Computación,Instituto Tecnológico de Usulután,"2009",2
12422,Profesorado,Educación Básica para I y II Ciclos,Universidad Centroamericana José Simeón Cañas,"2018",2
21514,Licenciatura,Administración Escolar,Universidad de El Salvador,"2021",2
19770,Profesorado,Matemática,Universidad de El Salvador- Santa Ana,"2012",2
20915,Profesorado,Educación Parvularia,Universidad Francisco Gavidia,"2003",2
15253,Profesorado,Educación Parvularia,Universidad Centroamericana José Simeón Cañas,"2017",2
10520,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2013",2
1496,Profesorado,Ciencias Sociales,Universidad Pedagógica de El Salvador,"2016",2
4539,Profesorado,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior El Espíritu Santo,"2017",2
21717,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2012",2
21723,Licenciatura,Psicología,Universidad Capitán General Gerardo Barrios,"2011",2
20686,Profesorado,Formación Pedagógica,Universidad de El Salvador - San Miguel,"2013",2
19485,Profesorado,Idioma Inglés,Universidad de El Salvador- Santa Ana,"2018",2
12966,Licenciatura,Matemática,Universidad Pedagógica de El Salvador,"2019",2
9035,Profesorado,Idioma Inglés,Universidad Don Bosco,"2010",2
8844,Licenciatura,Idioma Inglés,Universidad Católica de El Salvador - Ilobasco,"2016",2
9223,Profesorado,Ciencias Comerciales,Universidad de Oriente,"2014",2
21848,Profesorado,Educación Básica para I y II Ciclos,Universidad Centroamericana José Simeón Cañas,"2018",2
21854,Profesorado,Idioma Inglés,Universidad Francisco Gavidia,"2015",2
21852,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2007",2
21869,Licenciatura,Administración Escolar,Universidad de El Salvador,"2019",2
